Season,Team,WinLossPct,AvgPts,PtDiff,AvgRebounds,AvgAssists,AvgTurnovers,AvgFouls,FGPct,FTPct,ThPct,AvgStealsPlusBlocks,AvgPtsAgainst,OppFGPct,OppThPct
2006,1390,.54,66,25,34,14,13,16,.42,.77,.35,9,65,.43,.33
2007,1454,.29,64,-211,39,11,13,21,.39,.67,.33,7,71,.47,.38
2012,1131,.50,63,11,36,11,13,16,.42,.67,.32,8,63,.42,.33
2015,1252,.39,70,-159,39,13,12,21,.41,.70,.33,7,76,.46,.38
2015,1421,.43,70,-43,37,13,14,19,.43,.74,.35,11,72,.44,.34
2016,1316,.63,83,107,35,16,10,16,.48,.72,.41,9,79,.47,.34
2003,1123,.43,73,-82,38,10,12,22,.43,.73,.32,7,76,.47,.34
2003,1246,.91,77,430,37,16,14,17,.49,.71,.36,12,64,.41,.33
2006,1413,.26,65,-227,33,11,14,20,.42,.71,.35,8,73,.50,.41
2012,1108,.25,60,-251,33,9,15,19,.41,.69,.30,9,68,.43,.33
2015,1398,.10,55,-364,35,9,14,20,.38,.62,.35,8,68,.43,.33
2016,1462,.84,81,330,42,16,12,20,.45,.73,.36,10,71,.42,.31
2005,1366,.00,57,-651,43,7,19,20,.35,.58,.27,10,81,.46,.34
2006,1430,.52,65,16,32,13,11,18,.45,.71,.33,9,65,.45,.33
2015,1461,.72,61,144,31,14,11,13,.46,.71,.32,8,56,.41,.34
2008,1464,.25,63,-210,35,12,14,18,.43,.62,.33,9,70,.47,.36
2012,1363,.27,66,-200,38,12,11,17,.39,.75,.33,6,73,.45,.35
2013,1427,.31,64,-175,37,10,13,16,.40,.68,.33,7,69,.46,.35
2003,1438,.48,73,-41,37,14,16,20,.45,.66,.37,9,74,.44,.33
2010,1329,.69,74,199,37,12,12,20,.45,.71,.35,9,68,.42,.36
2011,1393,.79,73,339,38,16,12,15,.47,.66,.35,15,63,.39,.31
2014,1205,.50,71,-13,38,14,12,18,.43,.70,.33,10,71,.46,.33
2015,1269,.53,69,-35,37,13,14,18,.43,.70,.30,10,70,.44,.35
2016,1136,.23,64,-356,37,13,13,19,.42,.64,.32,8,76,.45,.33
2017,1200,.39,64,-103,35,13,13,19,.41,.73,.33,12,67,.46,.36
2003,1229,.28,64,-162,34,11,14,18,.44,.70,.44,8,70,.47,.40
2004,1293,.83,80,342,39,18,13,18,.50,.71,.33,11,69,.43,.32
2008,1401,.70,71,303,40,13,12,17,.46,.64,.36,8,61,.39,.34
2011,1107,.50,62,-35,36,11,12,15,.42,.64,.38,7,64,.41,.33
2012,1171,.14,57,-189,34,9,13,18,.39,.71,.33,7,63,.43,.38
2004,1442,.11,65,-345,33,13,17,17,.43,.70,.36,7,78,.49,.35
2015,1315,.21,67,-236,35,11,12,21,.43,.68,.33,8,75,.47,.39
2015,1358,.72,70,264,39,12,13,20,.41,.72,.32,10,61,.40,.32
2016,1379,.26,63,-187,34,11,13,18,.41,.71,.36,7,70,.44,.36
2016,1422,.38,71,-85,37,13,12,20,.44,.67,.36,8,74,.45,.38
2003,1183,.46,77,-35,38,16,12,19,.44,.76,.38,8,78,.48,.37
2003,1186,.59,69,107,33,14,17,21,.47,.73,.35,10,66,.43,.33
2004,1250,.64,65,61,37,12,14,18,.42,.72,.35,10,63,.41,.36
2012,1217,.86,65,291,33,12,12,15,.46,.75,.36,10,55,.40,.34
2013,1281,.70,76,332,41,13,13,16,.46,.74,.34,10,66,.40,.33
2014,1102,.36,64,-162,34,13,13,18,.43,.69,.33,8,70,.44,.34
2015,1166,.42,67,14,35,13,11,17,.42,.73,.35,6,66,.44,.38
2003,1332,.72,82,264,37,17,15,20,.46,.78,.39,10,73,.43,.35
2004,1396,.54,64,17,40,8,9,16,.38,.65,.28,11,64,.42,.37
2005,1263,.46,62,-79,35,11,18,19,.41,.72,.36,11,65,.42,.34
2007,1145,.39,69,-95,38,13,16,20,.42,.65,.34,9,72,.45,.34
2010,1435,.74,77,237,37,13,13,19,.47,.73,.37,10,69,.42,.34
2014,1248,.33,71,-128,32,12,12,17,.47,.76,.40,7,75,.47,.37
2015,1312,.56,68,17,33,14,14,20,.45,.69,.38,11,67,.40,.33
2004,1462,.70,70,266,37,13,12,16,.44,.68,.37,9,62,.42,.29
2010,1372,.69,64,141,33,13,12,18,.45,.71,.36,8,59,.43,.34
2011,1436,.74,67,178,39,12,13,16,.45,.68,.36,8,61,.39,.32
2015,1123,.21,64,-148,34,12,14,19,.42,.70,.34,7,69,.47,.36
2011,1459,.64,73,197,34,14,11,19,.48,.69,.41,9,67,.45,.35
2017,1369,.42,73,-50,35,13,12,19,.44,.74,.37,8,75,.48,.37
2008,1361,.61,67,122,35,12,13,17,.44,.69,.33,10,63,.44,.35
2009,1425,.64,68,161,35,12,14,16,.47,.67,.33,10,63,.41,.34
2010,1160,.45,74,-20,31,14,13,21,.47,.77,.38,10,75,.47,.34
2011,1150,.33,66,-133,36,11,14,17,.41,.73,.33,9,71,.43,.31
2012,1214,.36,64,-71,38,10,14,18,.40,.64,.29,11,66,.40,.36
2003,1375,.46,70,-28,33,12,12,18,.43,.69,.36,9,71,.48,.40
2004,1439,.52,66,-31,38,13,13,18,.41,.60,.30,13,67,.46,.35
2005,1220,.72,72,184,36,13,14,19,.45,.65,.36,12,66,.41,.35
2006,1284,.56,64,27,35,14,15,16,.44,.67,.34,11,64,.40,.32
2007,1274,.38,71,-53,38,12,12,19,.43,.70,.35,9,72,.46,.38
2008,1338,.74,74,313,39,15,12,16,.46,.66,.34,10,65,.42,.33
2012,1237,.40,71,-63,35,11,11,17,.44,.77,.35,9,73,.48,.36
2013,1301,.71,77,254,37,14,12,15,.49,.68,.39,10,70,.42,.30
2005,1197,.48,68,-169,40,11,17,20,.43,.66,.33,8,73,.45,.34
2006,1261,.73,74,286,39,15,15,15,.48,.70,.34,14,65,.41,.36
2008,1318,.45,63,-8,34,11,13,16,.42,.73,.31,10,63,.44,.34
2009,1139,.83,67,264,33,12,12,17,.44,.72,.35,9,58,.39,.32
2009,1382,.50,70,-32,38,14,17,21,.45,.67,.32,11,71,.42,.33
2010,1203,.53,70,73,39,12,14,20,.43,.65,.33,11,67,.41,.35
2016,1113,.47,73,-22,40,12,12,20,.41,.69,.34,8,73,.46,.35
2017,1177,.28,68,-182,36,11,14,19,.43,.74,.33,9,74,.47,.36
2017,1349,.65,81,151,38,13,14,19,.46,.74,.39,9,76,.45,.34
2007,1105,.23,60,-248,39,10,17,20,.38,.63,.26,14,69,.40,.31
2008,1169,.66,77,163,38,15,16,22,.46,.69,.37,12,71,.42,.31
2009,1116,.47,74,25,39,13,13,17,.44,.65,.33,10,73,.44,.37
2010,1180,.50,63,-7,38,12,12,20,.41,.66,.31,9,64,.41,.32
2010,1352,.68,68,96,37,12,14,21,.44,.66,.37,9,65,.41,.32
2011,1416,.62,67,128,35,11,13,17,.44,.70,.34,11,63,.41,.36
2017,1326,.53,72,97,37,13,13,17,.46,.68,.36,8,69,.42,.36
2003,1418,.68,76,183,37,14,15,18,.47,.66,.32,11,69,.43,.34
2007,1231,.67,70,262,34,13,12,20,.45,.71,.38,11,62,.42,.31
2008,1295,.52,75,117,35,14,13,19,.46,.75,.39,8,70,.45,.36
2017,1157,.45,70,-89,41,11,12,18,.42,.65,.33,8,73,.42,.33
2005,1283,.60,72,160,37,14,15,20,.44,.74,.39,11,66,.42,.37
2006,1347,.52,72,-20,38,11,12,20,.42,.74,.34,11,73,.44,.35
2010,1117,.52,67,11,38,12,13,18,.44,.66,.34,8,67,.42,.30
2015,1378,.26,61,-233,35,11,13,18,.43,.62,.31,10,68,.43,.37
2016,1442,.29,68,-117,36,12,12,21,.43,.71,.38,8,73,.44,.39
2003,1120,.63,70,136,36,13,15,16,.47,.66,.34,13,65,.42,.33
2003,1249,.46,64,-29,37,10,17,18,.43,.68,.34,10,65,.39,.31
2004,1313,.43,61,-94,35,9,15,20,.39,.72,.32,9,64,.42,.32
2006,1453,.47,65,-106,34,11,13,17,.43,.72,.37,7,68,.45,.33
2009,1159,.33,56,-194,34,10,14,16,.40,.67,.32,7,63,.42,.32
2010,1223,.36,71,-257,40,12,18,20,.42,.73,.28,10,78,.44,.37
2017,1412,.50,70,21,36,14,13,16,.46,.73,.34,9,70,.43,.34
2007,1125,.71,72,258,37,15,15,18,.47,.69,.37,9,64,.39,.28
2007,1211,.70,79,298,37,14,14,19,.49,.75,.40,9,70,.40,.34
2008,1189,.42,62,-87,36,11,13,19,.43,.68,.32,9,65,.44,.33
2008,1275,.53,63,79,31,12,12,16,.46,.70,.36,8,60,.43,.33
2010,1415,.37,61,-74,37,11,13,18,.41,.64,.36,7,64,.42,.37
2013,1450,.41,64,46,35,12,12,15,.43,.69,.35,6,62,.43,.35
2012,1151,.28,68,-100,39,13,13,17,.40,.69,.32,6,71,.42,.33
2017,1114,.43,66,-68,34,11,12,18,.43,.74,.34,9,68,.45,.36
2004,1376,.70,70,269,37,14,13,18,.44,.67,.33,14,62,.39,.29
2012,1343,.61,65,119,33,14,12,16,.46,.68,.37,10,61,.42,.34
2013,1407,.36,62,-157,37,11,10,15,.40,.68,.31,7,66,.45,.36
2014,1228,.58,64,69,36,10,10,17,.41,.73,.32,9,62,.42,.34
2015,1292,.53,63,33,34,10,12,18,.41,.71,.36,8,62,.44,.36
2003,1163,.70,80,259,42,15,15,18,.47,.67,.39,13,71,.38,.32
2003,1206,.57,64,100,37,11,15,16,.42,.68,.30,9,60,.44,.31
2010,1309,.21,58,-231,34,10,15,20,.40,.68,.34,8,66,.45,.35
2011,1373,.42,67,-66,39,12,14,16,.41,.68,.33,10,69,.43,.33
2014,1122,.36,75,-132,34,14,15,17,.48,.67,.33,12,80,.47,.36
2015,1186,.74,79,158,35,12,11,18,.47,.71,.40,10,74,.45,.38
2004,1419,.32,66,-212,38,11,17,21,.40,.65,.34,10,74,.45,.33
2005,1240,.15,67,-206,33,12,15,18,.44,.71,.36,11,74,.49,.40
2006,1304,.59,66,32,39,13,15,16,.41,.67,.35,10,65,.41,.36
2015,1335,.32,60,-195,34,11,14,19,.43,.68,.35,7,67,.44,.38
2016,1156,.23,60,-278,35,9,14,21,.40,.69,.32,8,69,.45,.36
2016,1399,.61,77,29,37,13,12,19,.45,.75,.36,8,75,.44,.37
2017,1220,.45,76,-14,38,12,10,17,.44,.68,.36,6,77,.47,.37
2008,1381,.38,68,-121,32,15,16,20,.47,.70,.32,8,72,.47,.39
2009,1445,.21,56,-320,38,9,17,19,.38,.56,.28,10,68,.46,.34
2012,1194,.34,64,-97,37,12,12,19,.41,.66,.33,11,68,.44,.36
2013,1258,.31,63,-189,37,10,13,18,.39,.72,.33,9,68,.45,.38
2003,1149,.46,64,-34,33,12,14,19,.44,.75,.28,12,66,.44,.37
2009,1391,.39,66,-137,40,10,14,19,.38,.64,.31,10,70,.45,.34
2011,1116,.58,70,122,36,12,13,18,.44,.70,.36,13,66,.41,.31
2012,1180,.82,64,305,35,12,11,17,.43,.75,.38,8,55,.38,.28
2007,1240,.29,65,-152,35,13,14,19,.43,.68,.32,9,71,.44,.35
2008,1304,.61,66,203,35,14,13,16,.46,.67,.34,11,60,.40,.37
2012,1203,.32,61,-148,36,12,13,17,.42,.66,.33,10,66,.45,.38
2013,1267,.39,68,-141,39,13,15,19,.42,.59,.31,10,73,.44,.37
2003,1364,.58,64,140,32,12,12,18,.44,.74,.38,6,60,.41,.32
2004,1428,.74,64,226,34,12,14,17,.47,.71,.39,7,57,.41,.31
2009,1437,.79,76,315,37,14,13,18,.46,.74,.37,11,67,.40,.34
2012,1226,.28,65,-240,34,11,14,19,.41,.69,.34,9,73,.48,.39
2013,1290,.18,63,-304,39,9,15,20,.37,.65,.30,9,73,.47,.35
2013,1459,.39,57,-65,34,11,12,17,.39,.73,.31,9,59,.43,.31
2016,1248,.20,71,-270,36,13,13,19,.44,.69,.37,8,80,.46,.36
2017,1312,.31,71,-171,37,12,14,19,.42,.70,.33,8,76,.48,.38
2004,1451,.48,67,7,33,11,13,18,.45,.71,.40,5,67,.47,.36
2009,1414,.39,65,-106,33,12,11,18,.43,.76,.40,6,68,.46,.36
2013,1313,.66,66,37,37,12,14,18,.42,.64,.32,11,65,.40,.29
2013,1436,.66,63,153,34,11,12,16,.44,.71,.32,9,58,.40,.33
2014,1377,.33,66,-169,33,11,12,17,.43,.76,.35,8,73,.45,.39
2017,1335,.46,68,24,36,14,12,17,.44,.66,.34,10,68,.42,.36
2003,1318,.48,72,-8,39,13,15,22,.42,.68,.32,12,72,.45,.36
2004,1305,.73,75,280,39,14,13,18,.46,.71,.34,11,66,.42,.31
2005,1369,.44,68,19,32,14,13,15,.46,.69,.37,12,68,.46,.33
2012,1349,.48,67,6,37,14,13,17,.44,.67,.34,11,67,.42,.37
2013,1413,.45,71,-29,33,14,14,17,.47,.72,.41,7,72,.43,.37
2003,1218,.62,69,89,34,16,14,17,.45,.69,.35,9,66,.45,.33
2003,1341,.59,70,-31,38,11,14,19,.44,.70,.32,8,71,.42,.33
2004,1282,.52,73,102,37,14,12,19,.43,.69,.36,11,70,.44,.37
2004,1405,.67,76,54,35,14,15,22,.47,.72,.39,10,75,.45,.34
2012,1326,.79,74,534,37,14,11,16,.48,.70,.33,10,59,.41,.32
2004,1259,.04,59,-396,37,11,15,17,.38,.66,.32,8,74,.47,.38
2011,1239,.62,67,66,38,11,15,21,.42,.67,.30,12,65,.41,.31
2012,1303,.06,68,-253,38,14,13,17,.42,.68,.31,6,84,.48,.43
2003,1172,.58,76,59,40,16,18,20,.45,.77,.39,7,74,.41,.34
2004,1113,.37,74,-68,37,15,15,20,.43,.74,.34,8,76,.45,.36
2010,1152,.21,59,-324,40,9,15,19,.37,.66,.27,8,71,.46,.38
2011,1216,.35,59,-139,37,11,12,18,.38,.60,.30,10,64,.44,.37
2012,1157,.58,69,54,37,12,13,17,.47,.68,.34,9,67,.41,.35
2006,1276,.64,71,135,34,14,15,16,.48,.76,.37,10,66,.44,.37
2007,1340,.57,76,26,38,15,15,21,.45,.64,.34,11,75,.46,.37
2010,1129,.45,74,21,37,16,14,16,.46,.68,.33,11,73,.46,.37
2010,1378,.63,67,51,36,12,12,17,.44,.68,.28,9,66,.43,.32
2011,1193,.77,65,228,37,13,14,17,.43,.66,.31,11,57,.40,.32
2011,1442,.15,55,-289,32,9,13,19,.41,.65,.35,7,66,.44,.35
2016,1371,.76,74,233,41,13,13,18,.45,.67,.35,11,67,.40,.32
2017,1435,.56,71,106,35,12,12,16,.43,.78,.38,7,68,.42,.34
2004,1159,.48,65,-87,36,12,13,17,.42,.69,.35,7,69,.47,.33
2013,1144,.37,68,-141,36,13,13,18,.45,.70,.31,10,73,.46,.34
2005,1415,.30,60,-173,36,13,15,18,.41,.69,.32,7,67,.43,.34
2007,1386,.55,67,89,33,13,14,17,.46,.72,.38,9,64,.44,.33
2008,1204,.60,74,63,39,15,14,19,.45,.66,.35,12,72,.44,.35
2008,1450,.75,67,320,30,13,10,15,.48,.73,.38,9,57,.42,.34
2009,1268,.61,71,99,38,14,12,16,.42,.77,.33,12,68,.42,.34
2005,1269,.57,64,-39,34,14,15,16,.43,.67,.32,13,65,.41,.33
2006,1333,.42,65,-127,34,11,15,17,.44,.70,.35,10,70,.43,.35
2013,1190,.29,61,-338,36,9,13,16,.40,.66,.32,8,72,.46,.37
2014,1254,.31,71,-235,36,14,12,17,.43,.72,.35,6,79,.48,.39
2005,1120,.45,70,-141,36,12,14,20,.42,.73,.34,9,75,.47,.36
2008,1158,.48,72,3,37,12,14,15,.46,.70,.36,9,72,.44,.35
2014,1151,.52,72,-75,39,11,13,18,.42,.71,.33,11,75,.47,.34
2014,1400,.70,74,135,42,12,12,19,.43,.66,.32,11,70,.40,.34
2015,1464,.28,70,-171,35,14,11,18,.44,.70,.36,7,76,.47,.38
2017,1189,.53,73,49,38,14,11,16,.44,.70,.36,7,72,.42,.32
2006,1379,.25,58,-274,33,10,15,20,.41,.69,.30,7,68,.46,.38
2006,1422,.34,67,-173,35,12,16,18,.43,.65,.32,13,73,.45,.38
2007,1443,.66,78,187,35,13,15,21,.48,.73,.40,9,72,.47,.35
2009,1122,.57,74,-9,36,14,13,18,.47,.69,.37,9,74,.46,.35
2015,1364,.57,67,81,36,14,10,19,.43,.74,.37,8,64,.41,.35
2016,1225,.61,67,23,36,11,15,22,.43,.71,.37,7,66,.42,.34
2016,1428,.76,76,247,36,15,12,15,.48,.72,.36,9,69,.42,.37
2005,1166,.70,71,216,33,14,11,17,.45,.73,.41,10,64,.44,.36
2015,1261,.69,73,191,39,15,14,15,.46,.69,.34,13,67,.40,.31
2016,1325,.65,77,101,36,14,12,18,.47,.74,.39,8,74,.44,.37
2017,1143,.64,68,169,38,12,12,19,.42,.66,.34,9,63,.40,.32
2006,1130,.78,74,245,35,17,13,16,.49,.67,.37,10,66,.43,.37
2006,1376,.53,67,141,32,14,12,14,.46,.68,.36,11,62,.43,.36
2007,1194,.50,74,-132,35,15,15,20,.48,.69,.36,8,78,.48,.38
2015,1115,.38,59,-228,33,10,15,19,.40,.68,.33,12,66,.45,.37
2016,1179,.20,66,-182,33,11,13,18,.44,.73,.38,5,72,.46,.38
2005,1123,.52,69,26,35,11,12,18,.43,.68,.38,7,68,.45,.37
2006,1187,.23,60,-166,37,12,15,19,.38,.66,.30,8,67,.43,.34
2009,1142,.25,65,-142,37,10,11,15,.41,.70,.34,8,70,.45,.37
2015,1218,.61,71,115,36,13,13,20,.44,.69,.33,13,68,.42,.35
2016,1282,.32,69,-114,36,11,13,20,.42,.68,.37,8,73,.44,.35
2003,1421,.45,71,-210,37,13,16,19,.43,.76,.36,10,78,.46,.37
2004,1202,.54,72,96,37,15,15,17,.45,.71,.35,10,68,.42,.32
2005,1266,.62,67,70,36,13,14,19,.43,.71,.38,6,65,.41,.34
2015,1407,.30,65,-98,35,9,14,15,.43,.66,.33,8,69,.45,.33
2004,1179,.41,69,-60,38,12,15,18,.41,.68,.31,13,71,.48,.38
2005,1243,.56,68,61,36,15,12,16,.44,.68,.38,8,66,.43,.35
2010,1255,.30,70,-234,37,15,15,21,.43,.65,.35,8,79,.48,.36
2011,1319,.59,70,135,33,16,13,19,.48,.67,.42,9,65,.42,.33
2014,1105,.43,63,-92,37,12,13,21,.41,.66,.32,10,67,.41,.31
2009,1119,.37,58,-82,32,13,15,19,.42,.69,.34,9,60,.42,.34
2009,1168,.45,72,-57,36,12,13,18,.43,.71,.34,10,74,.46,.37
2010,1232,.53,65,-31,33,10,12,18,.42,.77,.35,9,66,.42,.34
2014,1131,.71,71,150,35,13,11,16,.45,.72,.36,8,67,.44,.35
2015,1195,.66,67,101,39,13,11,17,.43,.68,.34,9,64,.40,.29
2009,1311,.61,63,54,29,14,14,20,.46,.68,.36,9,61,.46,.33
2010,1298,.43,71,-123,37,13,14,21,.41,.71,.35,9,75,.45,.35
2010,1375,.50,65,-101,37,11,14,18,.41,.71,.34,9,69,.42,.34
2011,1196,.79,71,280,37,13,12,14,.46,.67,.36,9,63,.43,.32
2011,1362,.52,68,-48,37,12,13,19,.43,.67,.34,7,69,.41,.32
2012,1260,.21,56,-193,32,12,14,16,.42,.69,.31,5,63,.45,.35
2011,1219,.34,64,-242,36,10,15,21,.41,.67,.35,9,72,.46,.34
2012,1283,.48,65,69,36,13,10,18,.44,.72,.34,6,63,.41,.35
2003,1444,.66,69,188,36,12,13,19,.43,.69,.34,11,63,.43,.36
2009,1334,.60,66,120,34,13,12,17,.46,.68,.40,7,62,.43,.35
2010,1275,.44,62,-28,32,10,12,18,.43,.73,.35,8,63,.42,.34
2010,1398,.28,67,-220,37,12,15,19,.41,.70,.37,10,74,.48,.36
2011,1339,.65,71,92,35,13,12,17,.46,.75,.42,8,68,.43,.35
2012,1452,.59,71,175,39,14,12,16,.44,.67,.30,9,66,.45,.32
2013,1167,.38,65,-111,36,11,14,21,.41,.69,.34,8,69,.46,.35
2013,1416,.62,70,72,36,13,13,14,.45,.65,.35,11,67,.43,.32
2014,1231,.53,72,150,38,11,15,18,.45,.73,.34,10,67,.41,.30
2003,1464,.26,61,-216,36,12,16,22,.40,.66,.36,9,69,.45,.34
2007,1363,.17,61,-284,38,11,14,17,.39,.61,.31,8,71,.44,.34
2008,1427,.35,61,-183,33,10,15,20,.40,.66,.33,9,68,.49,.35
2010,1106,.46,64,-67,39,12,16,20,.40,.65,.31,11,66,.44,.36
2012,1246,.94,76,601,39,13,11,14,.48,.72,.37,15,59,.37,.32
2013,1310,.59,73,73,37,13,11,19,.42,.69,.33,10,71,.45,.36
2017,1209,.60,72,73,35,11,13,20,.47,.64,.35,10,70,.41,.32
2016,1159,.41,69,-74,34,13,12,19,.45,.68,.37,8,71,.46,.38
2004,1279,.46,63,-61,33,13,13,21,.43,.65,.34,9,65,.43,.36
2005,1392,.41,61,-114,36,10,13,17,.40,.70,.34,8,65,.43,.33
2007,1114,.41,65,-125,36,12,14,18,.42,.67,.32,7,69,.46,.40
2008,1178,.21,58,-213,32,11,12,18,.41,.67,.38,8,65,.46,.36
2009,1291,.59,68,173,36,12,13,17,.45,.67,.33,10,62,.42,.33
2010,1355,.43,72,-28,38,11,12,18,.42,.74,.36,7,73,.47,.39
2017,1458,.74,71,358,38,13,10,15,.45,.64,.36,10,61,.41,.38
2006,1107,.68,68,142,34,12,14,19,.45,.71,.38,8,64,.42,.34
2006,1356,.71,60,156,34,12,14,19,.41,.69,.34,11,55,.40,.30
2007,1171,.33,58,-225,34,11,13,20,.42,.70,.29,9,67,.46,.37
2007,1420,.39,60,-141,34,12,12,16,.42,.73,.33,8,65,.45,.39
2015,1138,.72,75,215,39,13,11,18,.44,.72,.34,11,68,.42,.33
2015,1387,.32,59,-242,33,12,13,20,.41,.65,.32,7,66,.46,.36
2016,1202,.52,69,52,35,11,13,18,.45,.70,.32,9,68,.45,.35
2016,1451,.74,74,188,36,13,13,18,.47,.68,.36,8,68,.42,.35
2005,1143,.45,67,-98,37,14,14,17,.45,.63,.32,8,70,.44,.36
2006,1207,.70,66,214,32,15,11,14,.47,.70,.36,9,59,.42,.35
2007,1320,.57,65,71,34,13,12,16,.45,.71,.35,7,62,.42,.37
2008,1384,.18,63,-231,34,11,15,17,.40,.72,.34,7,71,.48,.37
2014,1423,.23,62,-239,38,10,11,18,.40,.65,.28,9,70,.44,.34
2016,1102,.40,67,-185,37,13,13,19,.42,.67,.33,7,73,.44,.35
2017,1123,.63,78,78,37,15,14,19,.46,.72,.38,9,75,.42,.36
2017,1166,.73,81,295,35,17,12,16,.51,.68,.40,9,72,.44,.33
2006,1399,.59,71,-25,37,12,15,22,.43,.69,.33,9,71,.45,.35
2007,1463,.50,67,6,34,13,14,18,.45,.69,.36,9,66,.46,.36
2008,1284,.23,59,-245,33,12,14,20,.40,.69,.32,8,67,.44,.33
2009,1348,.69,79,232,36,16,13,17,.48,.69,.40,11,72,.46,.33
2013,1210,.52,64,60,38,12,12,16,.42,.63,.32,10,62,.40,.32
2014,1274,.52,61,65,35,10,10,15,.42,.69,.32,8,59,.41,.36
2017,1315,.68,78,123,36,14,13,21,.48,.73,.38,10,74,.45,.35
2005,1435,.58,71,216,35,16,14,19,.47,.68,.39,9,64,.42,.35
2008,1135,.68,68,122,31,14,13,15,.47,.75,.40,9,64,.44,.36
2014,1174,.74,79,149,38,10,9,18,.45,.71,.35,9,75,.44,.32
2015,1238,.34,60,-91,40,10,14,21,.39,.65,.27,8,63,.42,.34
2016,1351,.39,65,-46,36,12,12,17,.43,.68,.32,9,67,.41,.34
2017,1415,.22,63,-203,37,11,13,19,.41,.70,.32,9,71,.43,.35
2005,1372,.38,61,-50,34,10,14,19,.42,.71,.34,6,63,.46,.34
2006,1436,.43,64,-8,36,13,15,19,.43,.66,.34,9,64,.40,.31
2014,1403,.44,68,0,33,11,12,18,.46,.73,.31,9,68,.44,.33
2005,1395,.58,70,72,38,13,14,20,.41,.60,.35,10,67,.43,.34
2006,1459,.28,65,-123,34,12,14,17,.43,.67,.34,9,70,.46,.35
2007,1406,.47,67,2,34,14,12,17,.45,.74,.31,10,67,.44,.34
2012,1369,.45,69,-23,36,14,13,19,.47,.63,.37,8,70,.44,.38
2013,1433,.76,77,426,35,14,11,19,.45,.70,.35,14,64,.44,.34
2003,1361,.52,71,32,35,14,14,20,.46,.68,.35,9,70,.45,.37
2004,1425,.46,75,-95,39,13,15,20,.43,.66,.31,12,78,.46,.36
2006,1150,.60,69,78,40,14,12,17,.40,.65,.37,9,66,.44,.36
2007,1214,.48,68,-15,37,11,20,23,.42,.66,.30,12,68,.43,.32
2016,1245,.58,72,-2,38,11,11,18,.44,.68,.33,8,72,.45,.36
2017,1309,.61,70,37,35,15,16,17,.46,.71,.31,10,69,.44,.31
2003,1338,.87,74,473,37,17,15,17,.50,.64,.36,12,58,.38,.30
2007,1237,.46,67,-9,36,11,13,17,.42,.76,.38,8,68,.46,.42
2008,1301,.48,67,-74,33,13,15,16,.46,.72,.35,9,69,.42,.37
2004,1139,.52,62,53,31,11,10,18,.41,.76,.34,7,60,.45,.38
2005,1203,.76,77,299,37,16,14,17,.48,.70,.36,14,66,.42,.34
2007,1260,.63,68,106,35,11,13,16,.45,.73,.34,8,65,.42,.34
2008,1324,.52,76,32,39,13,13,18,.44,.71,.36,11,75,.48,.38
2010,1126,.47,58,-73,34,9,12,17,.42,.64,.32,9,60,.43,.38
2011,1113,.39,63,-90,34,14,12,18,.43,.63,.35,10,66,.43,.35
2012,1177,.39,74,-80,37,15,13,20,.44,.70,.33,11,76,.48,.35
2014,1234,.63,82,381,41,16,11,17,.46,.73,.35,12,70,.41,.32
2015,1298,.39,60,-132,33,13,11,17,.44,.67,.33,9,65,.46,.39
2017,1355,.50,77,-34,36,13,12,17,.45,.77,.36,7,78,.45,.37
2004,1116,.43,68,7,37,12,13,19,.42,.68,.31,11,68,.43,.34
2005,1180,.61,69,113,36,14,12,18,.43,.68,.39,11,65,.41,.35
2008,1347,.29,68,-289,38,12,16,20,.42,.69,.32,8,78,.45,.37
2009,1411,.22,64,-291,33,11,17,21,.46,.61,.32,9,73,.47,.36
2012,1160,.66,66,87,36,11,12,17,.44,.69,.34,9,63,.41,.33
2013,1224,.21,51,-263,36,8,14,17,.36,.65,.25,9,60,.41,.33
2014,1257,.85,82,719,38,15,10,19,.47,.66,.37,14,60,.39,.29
2015,1321,.47,63,-35,33,14,11,17,.44,.73,.36,7,64,.42,.38
2016,1268,.75,75,292,35,14,12,16,.49,.76,.38,11,66,.41,.32
2017,1332,.85,78,439,36,16,11,16,.48,.71,.38,13,65,.40,.31
2005,1249,.56,78,55,42,13,15,20,.43,.68,.34,12,75,.42,.34
2006,1313,.42,61,-100,38,9,17,20,.42,.61,.29,10,65,.41,.33
2005,1226,.28,63,-205,35,11,15,20,.39,.69,.30,11,71,.45,.34
2006,1290,.33,60,-240,35,11,15,19,.42,.60,.36,7,69,.48,.36
2014,1211,.82,75,372,35,14,11,18,.49,.71,.39,10,64,.39,.32
2017,1378,.23,64,-290,37,12,16,19,.43,.66,.35,9,74,.43,.40
2003,1321,.41,62,-89,33,14,12,17,.43,.70,.32,9,65,.45,.34
2004,1385,.22,61,-241,39,10,15,17,.40,.64,.31,12,70,.44,.37
2008,1155,.72,79,310,39,15,14,19,.46,.62,.38,15,69,.44,.30
2010,1295,.33,68,-75,38,13,12,19,.42,.73,.33,8,71,.43,.34
2011,1359,.34,60,-208,29,13,13,17,.43,.68,.35,7,67,.44,.37
2014,1148,.34,70,-204,36,12,14,18,.43,.72,.33,11,77,.45,.37
2016,1122,.48,74,-78,37,12,14,17,.46,.67,.35,9,77,.46,.36
2017,1186,.65,78,63,36,12,12,20,.47,.77,.37,9,76,.44,.37
